programme_title,programme_url,year_or_group,module_name,module_code,nqf_level,credits,pdf_url,pdf_local_path
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Innovation and Leadership 161,Innovation and Leadership 161,Innovation and Leadership 161,Innovation and Leadership 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2022/11/Innovation-and-Leadership-161-INL161.pdf,kb_output\pdfs\Innovation-and-Leadership-161-INL161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Internet of Things 161,Internet of Things 161,Internet of Things 161,Internet of Things 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Internet-of-Things-161-IOT161.pdf,kb_output\pdfs\Internet-of-Things-161-IOT161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Mathematics 161,Mathematics 161,Mathematics 161,Mathematics 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Mathematics-161-MAT161.pdf,kb_output\pdfs\Mathematics-161-MAT161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Network Development 161,Network Development 161,Network Development 161,Network Development 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Network-Development-161-NWD161.pdf,kb_output\pdfs\Network-Development-161-NWD161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Problem Solving 161,Problem Solving 161,Problem Solving 161,Problem Solving 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Problem-Solving-161-PRS161.pdf,kb_output\pdfs\Problem-Solving-161-PRS161.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Programming 161,Programming 161,Programming 161,Programming 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-161-PRG161-1.pdf,kb_output\pdfs\Programming-161-PRG161-1.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Programming Principles 161,Programming Principles 161,Programming Principles 161,Programming Principles 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-Principles-161-PRP161-1.pdf,kb_output\pdfs\Programming-Principles-161-PRP161-1.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Web Programming 161,Web Programming 161,Web Programming 161,Web Programming 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Web-Programming-161-WPR161-1.pdf,kb_output\pdfs\Web-Programming-161-WPR161-1.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Statistics 161,Statistics 161,Statistics 161,Statistics 161,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Statistics-161-STA161-1.pdf,kb_output\pdfs\Statistics-161-STA161-1.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Database Development 261,Database Development 261,Database Development 261,Database Development 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Development-261-DBD261.pdf,kb_output\pdfs\Database-Development-261-DBD261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Enterprise Systems 261,Enterprise Systems 261,Enterprise Systems 261,Enterprise Systems 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Enterprise-Systems-261-ERP261.pdf,kb_output\pdfs\Enterprise-Systems-261-ERP261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Innovation and Leadership 261,Innovation and Leadership 261,Innovation and Leadership 261,Innovation and Leadership 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2022/11/Innovation-and-Leadership-261-INL261.pdf,kb_output\pdfs\Innovation-and-Leadership-261-INL261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,IT Law and Ethics 261,IT Law and Ethics 261,IT Law and Ethics 261,IT Law and Ethics 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/IT-Law-and-Ethics-261-ILE261.pdf,kb_output\pdfs\IT-Law-and-Ethics-261-ILE261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Project Management 261,Project Management 261,Project Management 261,Project Management 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Project-Management-261-PMM261.pdf,kb_output\pdfs\Project-Management-261-PMM261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Cloud-Native Application Architecture 261,CNA261,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Cloud-Native-Architecture-261-CNA261.pdf,kb_output\pdfs\Cloud-Native-Architecture-261-CNA261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Internet of Things 261,IOT261,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Internet-of-Things-261-IOT261.pdf,kb_output\pdfs\Internet-of-Things-261-IOT261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Operating Systems 261,OPS261,6,18,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Operating-Systems-261-OPS261.pdf,kb_output\pdfs\Operating-Systems-261-OPS261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Operating Systems 262,OPS262,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Operating-Systems-262-OPS262.pdf,kb_output\pdfs\Operating-Systems-262-OPS262.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Operating Systems 263,OPS263,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Operating-Systems-263-OPS263.pdf,kb_output\pdfs\Operating-Systems-263-OPS263.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Security 261,SEC261,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Security-261-SEC261.pdf,kb_output\pdfs\Security-261-SEC261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Programming 261,PRG261,6,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-261-PRG261.pdf,kb_output\pdfs\Programming-261-PRG261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Programming 262,PRG262,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-262-PRG262.pdf,kb_output\pdfs\Programming-262-PRG262.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Software Analysis and Design 261,SWA261,6,8,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Software-Analysis-and-Design-261-SWA261.pdf,kb_output\pdfs\Software-Analysis-and-Design-261-SWA261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Software Testing 261,SWT261,6,4,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Software-Testing-261-SWT261.pdf,kb_output\pdfs\Software-Testing-261-SWT261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Software Testing 262 (Elective),SWT262,6,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Software-Testing-262-SWT262.pdf,kb_output\pdfs\Software-Testing-262-SWT262.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,User Experience Design 261 (Elective),UXD261,6,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/User-Experience-Design-261-UXD261.pdf,kb_output\pdfs\User-Experience-Design-261-UXD261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Web Programming 261,WPR261,6,12,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Web-Programming-261-WPR261.pdf,kb_output\pdfs\Web-Programming-261-WPR261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Cloud-Native Application Architecture 261,Cloud-Native Application Architecture 261,Cloud-Native Application Architecture 261,Cloud-Native Application Architecture 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Cloud-Native-Architecture-261-CNA261.pdf,kb_output\pdfs\Cloud-Native-Architecture-261-CNA261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Internet of Things 261,Internet of Things 261,Internet of Things 261,Internet of Things 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Internet-of-Things-261-IOT261.pdf,kb_output\pdfs\Internet-of-Things-261-IOT261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Operating Systems 261,Operating Systems 261,Operating Systems 261,Operating Systems 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Operating-Systems-261-OPS261.pdf,kb_output\pdfs\Operating-Systems-261-OPS261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Operating Systems 262,Operating Systems 262,Operating Systems 262,Operating Systems 262,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Operating-Systems-262-OPS262.pdf,kb_output\pdfs\Operating-Systems-262-OPS262.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Operating Systems 263,Operating Systems 263,Operating Systems 263,Operating Systems 263,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Operating-Systems-263-OPS263.pdf,kb_output\pdfs\Operating-Systems-263-OPS263.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Security 261,Security 261,Security 261,Security 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Security-261-SEC261.pdf,kb_output\pdfs\Security-261-SEC261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Programming 261,Programming 261,Programming 261,Programming 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-261-PRG261.pdf,kb_output\pdfs\Programming-261-PRG261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Programming 262,Programming 262,Programming 262,Programming 262,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Programming-262-PRG262.pdf,kb_output\pdfs\Programming-262-PRG262.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Software Analysis and Design 261,Software Analysis and Design 261,Software Analysis and Design 261,Software Analysis and Design 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Software-Analysis-and-Design-261-SWA261.pdf,kb_output\pdfs\Software-Analysis-and-Design-261-SWA261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Software Testing 261,Software Testing 261,Software Testing 261,Software Testing 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Software-Testing-261-SWT261.pdf,kb_output\pdfs\Software-Testing-261-SWT261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Software Testing 262 (Elective),Software Testing 262 (Elective),Software Testing 262 (Elective),Software Testing 262 (Elective),https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Software-Testing-262-SWT262.pdf,kb_output\pdfs\Software-Testing-262-SWT262.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,User Experience Design 261 (Elective),User Experience Design 261 (Elective),User Experience Design 261 (Elective),User Experience Design 261 (Elective),https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/User-Experience-Design-261-UXD261.pdf,kb_output\pdfs\User-Experience-Design-261-UXD261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Web Programming 261,Web Programming 261,Web Programming 261,Web Programming 261,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Web-Programming-261-WPR261.pdf,kb_output\pdfs\Web-Programming-261-WPR261.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Cloud-Native Architecture view,Cloud-Native Architecture view,Cloud-Native Architecture view,Cloud-Native Architecture view,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Cloud-Native-Architecture-361-CNA361.pdf,kb_output\pdfs\Cloud-Native-Architecture-361-CNA361.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Ethical Hacking 361,Ethical Hacking 361,Ethical Hacking 361,Ethical Hacking 361,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Ethical-Hacking-361-EHA361.pdf,kb_output\pdfs\Ethical-Hacking-361-EHA361.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Penetration Testing 361,Penetration Testing 361,Penetration Testing 361,Penetration Testing 361,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Penetration-Testing-361-PET361.pdf,kb_output\pdfs\Penetration-Testing-361-PET361.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,DevOps 361 (Elective),DevOps 361 (Elective),DevOps 361 (Elective),DevOps 361 (Elective),https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/DevOps-361-DOP361.pdf,kb_output\pdfs\DevOps-361-DOP361.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Mainframe 361 (Elective),Mainframe 361 (Elective),Mainframe 361 (Elective),Mainframe 361 (Elective),https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Mainframe-361-MFR361.pdf,kb_output\pdfs\Mainframe-361-MFR361.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Network Development 361,Network Development 361,Network Development 361,Network Development 361,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Network-Development-361-NWD361.pdf,kb_output\pdfs\Network-Development-361-NWD361.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Operating Systems 361,Operating Systems 361,Operating Systems 361,Operating Systems 361,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Operating-Systems-361-OPS361.pdf,kb_output\pdfs\Operating-Systems-361-OPS361.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Database Administration 361,Database Administration 361,Database Administration 361,Database Administration 361,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Administration-361-DBA361.pdf,kb_output\pdfs\Database-Administration-361-DBA361.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Database Cloud 361,Database Cloud 361,Database Cloud 361,Database Cloud 361,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Cloud-361-DBC361.pdf,kb_output\pdfs\Database-Cloud-361-DBC361.pdf
Diploma in Information Technology,https://www.belgiumcampus.ac.za/diploma-in-information-technology/,,Database Development 361,Database Development 361,Database Development 361,Database Development 361,https://www.belgiumcampus.ac.za/wp-content/uploads/2023/11/Database-Development-361-DBD361.pdf,kb_output\pdfs\Database-Development-361-DBD361.pdf
